nickname,review,star,product_name,price,discount_pct,review_count,view_count,sales_count
오늘은캐나다로브,빠른배송 사진과 같은 제품 만족합니다. 제품질도 좋아요,5.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
땅땅이당,맨투맨과 후드에 같이 입을 레이어드티를 구매하였습니다 잘입겠습니다,5.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
미르는 멍멍,원단이 탄탄하고 안에 받쳐입기에 딱일정도로 길이감이 이쁩니다,5.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
순조로운체코틴트,깔끔하게 입고 스타일 내기 조아요 옷 고습스러워요,4.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
거친파스텔애니멀,아주좋아요 레이어드로 입으려구요 이너도 괜찮아요,5.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
신선한헝가리밴드,레이어드이지만 생각보다 기장이 넘 기네여.. 일반 흰티사도 충분할거같아요,3.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
올롤롤롤로,레이어드 하기 딱 좋은 사이즈입니다. 너무 좋네여 ㅎㅎ,5.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
빰시기,"가성비 좋고 세일해서 싸게샀어요
5개샀는데 개이득!",5.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
골든스카이,항상 헤질때마다 사는 필스템입미자 꼭 사십시오!,5.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
기품있는피사세트,기본템으로 레이어드해서 입기 좋고 특히 후드티나 맨투맨에 잘어울릴거 같아요,5.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
동동동동동,레이어드 할려고 샀는데 원단도 괜찮고 기장도 적절해요,4.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
얽김,후드티 안에 이너로 입을려고 구매했어요 딱입니당◡̎,5.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
방귀5옥타브,"첨 구매해봐요 재질은 좋아요
옆에 절개되어 있어서 더 좋네요
세탁 후 입어볼게용!",5.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
람ㅁㅁㅁㅁ,항상 레이어드 티를 이걸로사는데 아주 맘에 듭니다,5.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
비수커,"저는 s가 맞는거 같아요 딱 레이어드 길이가 예쁘게 나와요.
다음에도 또 구매해야겠어요.",5.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
비수커,m은 생각보다 길어서 조금 많이 오버하게 입을때 입어야 할것 같아요,4.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
이름김재봉,이너로 입으려고 샀는데 좋네요 ㅎㅎ 두께도 넥라인도 굿,5.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
쾌활한유럽헬멧,재질이 좋아서 만족스럽고 예상외로 좀 커서 당황스러웠지만 그래도 만족스럽습니다,4.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
쩡군2,"목늘어남없고 레이어드해서 입기 좋아요 
또 구매 예정입니다!",5.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
심각한광주모던룩,생각보다 길어요 라지만 시켜도 모두가 맞을 사이즈입니다,5.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
오니는,이제 이너티는 여기서 사야징 너무 편하고 좋았습니당,5.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
달리아블,"지난번에 구매했는데 남편이 엄청 자주 입어서 재구매 했어요~두께도 길이도 핏도 다 마음에 든다며,, 잘 입어주니 좋아서 긴팔도 구매했네욯ㅎ",5.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
공손한헝가리버클,딱 생각한대로 낄끔한핏입니다행님들이십자채우기,5.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
배춧잎6장,역시 레이어드 기본템 답게 짱짱하고 알맞는 기장입니다!,5.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
lchooo,흰티는 사계절 입는 기본템 무신사 스탠다드 좋아요,5.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
개방적인명동퍼,역시 레이어드는 무텐다드입니다. 항상 믿고 입어요.,5.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
akldossy,이야 색깔이랑 핏이 엄청 이쁩니다 다들 사십시오!!,5.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
워니32,배송 빠르고 지금 계절에 편하게 입기 좋은거 같아요,5.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
bback01,레이어드용 반팔이 필요해서 샀는데 배송도 빠르고 만족스럽습니다,5.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
낙관적인독일로퍼,"무난합니다. 편하게 입을 수 있는 스타일이고, 자주 입을거 같아요",4.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
겸손한성수긴바지,상체가 좀 짧은 편이라 m사이즈 보다는 s사이즈가 레이어드하기엔 더 좋은 것 같습니다. 깔끔해서 좋아요.,4.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
쩐다.쩔어,레이어드하기 좋은 기장이라서 넘 좋네요. 배송도 빨라요,5.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
쩐다.쩔어,"래이어드 하기 좋은 기본 반팔티. 
넘 좋아요. 무탠다드는 배송도 빨라요",5.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
놀라운대만롱부츠,"레이어드 하기 정말 좋은것 같아요
사이즈도 90키로 배좀 잇으면 딱임",5.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
_Lee32_,"제가 딱 원하는 레이어드용 티셔츠 였습니다
이너티로 아주 편흐게 입고 있어요",5.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
기분좋은성수코지,레이어드 티셔츠 여러개 사보는데 이게 제일 좋은거 같아요 너무 길지도 않고 무난무난하고 가격도 합리적이어서 추천해요.,5.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
우르산11,"예전에 구입했다가 한철입으니 옷이바로 노랗게변해서..
다시구입",3.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
rhao23,역시 무신사 스탠다드 답게 기본 아이템으로는 정말 최고인거 같네요 그중에서도 쿨탠다드는 정말이지 말도 안될 정도로 가성비도 좋은거 같아요 원래 지오다노나 유니클로에서도 여름 티셔츠를 구매해오다가 큘탠다드를 접하고 나서부터는 정말 다른 여름 티셔츠는 생각이 나지 않을 정도에요 벌써 쿨탠다드만 4번째 구매네요 사이즈는 여유롭게 가실거면 한 사이즈 업을 추천 드리고 정사이즈로 가셔도 참 좋은 사이즈에요 그리고 원단 자체가 워낙 시원한 느낌이라서 늦 여름 날 에어컨이 있는 곳에선 추운 느낌도 납니다 게다가 티셔츠의 목 부분도,5.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
뺀질이지누,항시 레이어드할려면 입는 필수 반팔티가 되었습니다. 기장도 레이어드하기 딱 적당하고 양사이즈가 갈라져 있어서 옷이 밀리지도 않아서 좋아요,4.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
이국적인옥색니트,"면티재질이 흐물거리지않아서 핏을 딱 잡아주니 좋아요.
이너로 입기에도 적당한 길이감이고 편하게 입을수 있을거같아요.",5.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
Tndyels,"헨리넥 니트 안에 이너로 입었는데
가성비좋은 딱 기본 무지흰티 입니다.
원단도 이 정도면 적당한거같아요",5.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
이국적인옥색니트,원단이 얇지않고 적당히 두께감있어서 좋아요. 적당한 박스핏이라 이너에 입기도 좋고 그냥 티셔츠하나만 입어도 괜찮아요,5.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
초짜아재,"원단 좋은거같아요
기장도 딱 레이어드용으로 써도될정도로 길이감있고
잘입겠습니다~",5.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
HGDE,레이어드 근본템 오늘도 믿고 사봤는데 역시 좋네요,5.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
공감하는빨강굿즈,"흰티는 무탠다드로 가는게 정답인듯요…
이곳저곳 흰티 많이 사본결과
무탠다드가 재일 무난하고 좋은거 같습니다",5.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
김해에서온사람,"색상이 딱 원하는 깨끗한 하얀색이라 마음에 들어요! 재질도 좋고 기본템으로 최고입니다.""",5.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
난해한마포버클,안에 입기 딱 좋아여 비침도 적어서 하나만 입어도 될거같아여,5.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
Xavi-06,"제 기준에 살짝 더 길었으면 싶은데

그래도 안에 입기에 좋습니다",5.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
성진나나,일단 깔끔하고 좋습니다. 근데 저는 M사이즈 했더니 커서 S사이즈로 하나 더 사서 입고 있습니다. 저랑 신체 조건 비슷하신 분들은 S사이즈 추천 드립니다.,5.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
@.@.@.@.@,가성비가 매우 좋고 데일리로 무난하게 편하게 입기 좋다,5.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
김70,"L사이즈 샀다가 조금 긴 듯 해서
S사이즈도 사 봤습니다
요즘 크롭 기장을 많이 입어서",5.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
웅이3334,좋아요 ㅎㅎ 좋아요 ㅎㅎ 좋아요 ㅎㅎ 좋아요 ㅎㅎ 좋아좋아 나 지금 감사합니다,5.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
와이신상,"기장 좀 길어서 레이어드 하기 딱 좋앗네요 너무 짧으면 애매한데 대신 단독으로 입으면 너무 길어보일수 잇습니다
이름 그대로 저렴하고 레이어드로 딱 좋아요",5.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
전문적인인천백팩,레이어드 티로 항상 구매중입니다. 가격도 합리적입니다,5.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
I사미야I,레이어드 용으로 딱 좋아요. 기장이 길어서 잘 보여요.,5.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
I사미야I,무탠다드는 가격대비 질이 항상 좋은 것 같아요. 마음에 들어요.,5.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
매끈한명동에코퍼,배송이 빠르고 상품도 좋아요 생각보다 짱짱하고 이너로 입으려합니다,5.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
악의오리,무지 반팔티 정석적입니다 기장 좋고 레이어드 하기 좋습니다,5.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
두부두부마파두부,기장 적당하고 원단 튼튼해서 완전만족 어디에든 레이어드로 사용허기 좋아여,5.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
화니형아,"배송 정말 빨라요~!
원단 품질도 좋아요~
비침도 없어요~",5.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
단호한파랑패치,기본 이너티로 이만한게 없습니다. 매번 재구매 하고 있습니다 좋아요.,5.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
솔직한터키플리스,레이어드 하려고 샀는데 이쁘네요~~ 할인할때 몇장 쟁여놔야겠어요,4.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
s¡mple,m도 레이어드로 살짝길어서 그냥 이너용 하나 살겸 s로 샀는데 딱이네요!,5.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
s¡mple,배송 빠르고 원단도 부드러워서 이너로 좋습니다!,5.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
수용적인강남보그,필수적으로 있어야 하는 티 믿고 입고 다니겠습니다,5.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
명성있는코랄양말,"레이어드용으로 활용하기 좋습니다
기본 무지티로 단독으로 입어도 나쁘지않아요",5.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
뉴욬뉴요커,그냥 이너로 입기 좋은 베이직한 흰 티셔츠입니다. 정핏을 원했는데 레이어드로 입어야될거같아여. 퀄리티는 넘 굿,4.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
누클리어노잼,믿고사는 무탠다드 레이어드티 맨투맨이든 니트든 다잘어울립니다,5.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
재우__,핏이 너무 좋고 저의 몸에 딱맞아서 좋습니다 너무 만족해여,5.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
win:D2y,레이어드하려구 샀어용 목도 쉽게 안늘어나고 길이도 적당하고 즇어용,5.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
sobasoba,"레이어드용으로 샀습니다
작년에 이어 또 샀습니다
이만한게 없습니다",5.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
동동구리동1,설명도 잘되닜고 기장도 다른제품과달리 더나은거같습니더 재질도 세탁해도 괜찮고 만족합니당,5.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
동동구리동1,"하나더구입할래오 맘애듭니더 원하는
기장입니다용",5.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
감정없는그린러그,레이어드 티로 입기에 딱 좋음 . 옆에 트임이 있어서 더 굿굿,5.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
감정없는그린러그,"두장 주문해서 입어보고 레이어드하기 좋아서 추가로 또 구매함!!
가격대비 만족함",5.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
신선한의류,"레이어드용이면 M사도 될것같아요
생각보다 너무 길어요",5.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
김70,"레이어드 기장에 딱이고 절개가 있어서 좋네요
m이 딱이긴 한데 요즘 크롭 기장이 많아서 s도 하나 구매 해 보려고 합니다",5.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
3단부스터,핏기장 모두 맘에들고 재질도 좋아요 해마다 꼭 사게되네요,5.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
감정없는대만새틴,"몇일 입어봤는데 재질이나 스타일은 좋습니다.
겹쳐입을려고 옆트임 있는거로 샀는데 디자인도 좋습니다.
단지 빠르니까 목이 금방 늘어나네요",4.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
이주탁,고민끝에 선택한 상품이 마음에 들어 너무 좋습니다 감사합니다,5.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
알찬네이비아가일,"세일할때 사서 잘입고 다니고 있어요, 옷 좋습니다",5.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
anyoran,깐끔한 기본템이라 실용성 너무 좋구요ᆢ재질도 괜찮아요~0 처음엔 세탁해서 입는거 추천이고 잘샀어요ㅎ,5.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
격렬한옐로우옷장,한 번 샀었는데 입어도니 좋아서 한 번 더 샀어요 흰 티 더 필요하면 이거 또 살 거 같아요,5.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
호두맛우우,"레이어드용이라 기장감 좀 있어요
단품으로 나쁘지않아요",4.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
한승표1,"기본 레이어드용으로 아주 좋습니다
싼 가격에 사용하기 좋습니다",5.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
아러치,"핏 좋고, 질 좋아요!! 자주 입규 다닐거 같아요 추천드립니다~",5.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
평화로운블루초커,후드집업 안에 입거나 그냥 안에 이너티로 입고 매우 좋습니다!! 가격대비 재질도 좋구요!! 사시면 후회는 안 할거 같습니다 하지만 제 키에 비해 이 사이즈는 좀 많이 길어요!,5.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
Awaz,레이어드 용으로 딱 맞는거같습니다 추천합니다,5.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
청색핀,티 자체가 이너로입기좋고 탄탄함 조금 길긴하지만 이쁨,5.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
쌈무타임,무신사 이번 특별세일에 기분좋게 득템하고 갑니다,5.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
불금엔신사쇼핑,기본템입니다 얇지않고 길이 적당합니다 몇번 구매했던 옷이고 재구매 계속 하고 있어요,5.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
twin1,디자인 사진 본 그대로인거같고 입기 딱 좋은거같아요,5.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
아잉오잉,기본 이너티로 너무 잘입고있어서 재재구매합니다🫶🏻,5.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
도유닝n,옷 질이 좋아서 오래 입을 거 같습니다😊 감사합니다,5.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
Designhouse,"깔끔하고 이뻐요
핏도 잘 잡혀있고 여기저기 잘 챙겨 입을꺼같아요!!",5.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
특정한LA대란템,L 사이즈가 이너로 입기 좋을 것 같아요. 무탠다드 역시 믿고 살만하군요,5.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
이정민082019,말해뭐해 그냥 무신사 스탠다드 그 자체 레이어드 하기에 완벽합니다 불편하지도 않고요,5.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
넓은인천싱글수트,옷 재질도 좋고 레이어드해서 입으면 예쁠것같아요,5.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
이창호123123,"핏 사이즈 다좋아요~ 세일할때 특템 했습니다.
이너로 레이어드해입기 딱좋은것같아요",5.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
위험한그린바지,무난한 티셔츠. 이너용으로 샀어요. 많이 사두는게 나을듯,5.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
소중한니스웨지,핏도 예쁘고 다른옷하고 매칭하기도 좋아요~~ 오래 입을 것 같아요! 어떤 옷흐고 매칭해도 잘어울립니다! 최고에요👍,5.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
청사과셋,잘골라서 잘입고 있습니다. 기본템으로 적합한것같아요,5.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
작은스웨덴포멀룩,사이즈가 별로 안 맞을줄알았는데 생각보다 핏이 너무 예뻐요,5.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
턱시도제리,배송도 빨랐고 포장 상태도 좋았고 제품도 마음에 듭니다,5.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
재미있는코랄엣지,사이즈도 잘 맞고 좋네요 감사합니다 또 구매할게요,5.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
초간단,생각보다 기장이 길 긴 하지만 그래도 편하게 입기 좋은 거 같아요,5.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
발랄한영국빅카라,길이도 맘에 들고 가벼워서 좋아요. 레이어드로 입기 좋아요,5.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
즐거운그리스코튼,레이어드용으로 좋습니다 가을용이에요 재질도 고급스럽습니다,5.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
Dldoldam,배송빠르고 좋습니다. 넣입할때는 이만한 티셔츠가 없는 것 같아요.,5.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
관대한오스틴샌들,좋습니다 레이어드 해서 입으니까 좋네요 오래 입을거같아요,5.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
관대한오스틴샌들,편하고 좋습니다 탄탄하고 오래 입을거같아요 좋네요,5.0,레이어드 크루 넥 티셔츠_일반 기장 [화이트],15990,5,73431,70000,600000
