nickname,review,star,product_name,price,discount_pct,review_count,view_count,sales_count
집화,전에 같은 제품 같은 사이즈 시켰는데 그때보다 크기가 좀 커졌네요 그리고 전보다 목이 넓고 좀 잘 늘어나는 것 같아요,3.0,릴렉스 핏 크루 넥 티셔츠 2팩,28590,10,51587,30000,320000
창원보안관,진짜 닳으면 또 사는 무탠다드 반팔입니다 ㅋㅋ 사이즈 넉넉해서 좋아요!,5.0,릴렉스 핏 크루 넥 티셔츠 2팩,28590,10,51587,30000,320000
불꽃토라,"정 사이즈 입니다.
바람막이 안에 입기에는 최고의 이너!!!",5.0,릴렉스 핏 크루 넥 티셔츠 2팩,28590,10,51587,30000,320000
단아한강남팬츠,기본에 충실합니다. 추천합니다. 가격도 적당합니다.,5.0,릴렉스 핏 크루 넥 티셔츠 2팩,28590,10,51587,30000,320000
연어포케,디자인 무난하고 핏도 여유있게 잘 맞아요 추천합니다!,5.0,릴렉스 핏 크루 넥 티셔츠 2팩,28590,10,51587,30000,320000
숨겨진맛집탐방,"운동할때 입기도 좋고
그냥 휘뚜루 짱이에요 어떻게 입든",5.0,릴렉스 핏 크루 넥 티셔츠 2팩,28590,10,51587,30000,320000
poonuo06,생각보다 이쁘고 가성비 좋게 살 수 있었습니다 추천해요,4.0,릴렉스 핏 크루 넥 티셔츠 2팩,28590,10,51587,30000,320000
크아아아아아하,입던데 낡아서 구매했습니다 잘입고 다니겠습니다,5.0,릴렉스 핏 크루 넥 티셔츠 2팩,28590,10,51587,30000,320000
크아아아아아하,다른 반팔에 비해 내구성이 좋습니다 잘입겠습니다,5.0,릴렉스 핏 크루 넥 티셔츠 2팩,28590,10,51587,30000,320000
크아아아아아하,몇년째 잘입고있습니다 기본템으로 최고인거같아요,5.0,릴렉스 핏 크루 넥 티셔츠 2팩,28590,10,51587,30000,320000
자연식당,보기와 다르게 탄탄한 느낌의 기본티셔츠 단독보다 이너로 제격,4.0,릴렉스 핏 크루 넥 티셔츠 2팩,28590,10,51587,30000,320000
fender1,"배송 빠르고 무난하게 입기 좋아요
가성비도 좋고",5.0,릴렉스 핏 크루 넥 티셔츠 2팩,28590,10,51587,30000,320000
니익네에에이이임,퀄리티 좋은면티 저렴히 구매하였습니다! 기본 이너티로 좋은거 같아요,5.0,릴렉스 핏 크루 넥 티셔츠 2팩,28590,10,51587,30000,320000
덕삼이,"소재가 좋아서 여러번 세탁후에도 변형 없어요
착용 핏도 좋고 기본티로 제격입니다",5.0,릴렉스 핏 크루 넥 티셔츠 2팩,28590,10,51587,30000,320000
Hyulimkim,이너용으로 입고다닐 무지 흰티 찾고있었는데 잘 산거같습니다!,5.0,릴렉스 핏 크루 넥 티셔츠 2팩,28590,10,51587,30000,320000
얌전한베니스힙본,빨아도 짱짱하니 이쁘고 싼가격에 좋은 소재로 만들어진거같아 좋아요,4.0,릴렉스 핏 크루 넥 티셔츠 2팩,28590,10,51587,30000,320000
bongsic,이너티로 완벽합니다. 속에 넣어입기에 너무 좋은 아이템이에요,5.0,릴렉스 핏 크루 넥 티셔츠 2팩,28590,10,51587,30000,320000
